"_rdsrcinstid_","cycle_name","entity_id","analysis_run_name","reporting_dt","engine_schema","krm_run_id","krm_run_description","txn_id","prod_id","currency","tp_id","alt_param_id","yc_name","tp_class","tp_model_desc","a01","a02","a03","a04","a06","a07","sas_map_id","cut08","al_flag","signed_par_bal","cur_grs_rt","cust_inc","tp_org","tp_adj_total","tp_final","tp_inc","margin","issue_dt","mat_dt","yc_dt","start_dt","end_dt","duration","avg_life","tp_results"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","TERM_DEP_OTH_00006200215","        2112","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Deposits","Retail Deposits","Retail Interest Bearing Deposits","United States of America","California","US-06","Fixed","          -1","-463624135.4","       0.543"," -2517479.06","    0.397285","           0","    0.397285","  1841909.15","  -675569.91","19APR2020:00:00:00.000000","26MAY2022:00:00:00.000000","19APR2020:00:00:00.000000","19APR2020:00:00:00.000000","26MAY2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","CRP_LOAN_6Y_00002100312","        1322","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Assets","Commercial Lending","CRE Loans","CRE Loans - Floating","United States of America","California","US-06","USDSWAP1M","           1","  2851341.12","    9.864912","   281282.29","    0.135309","           0","    0.135309","    -3858.12","   277424.17","31DEC2018:00:00:00.000000","06JAN2023:00:00:00.000000","06DEC2021:00:00:00.000000","06DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","CRP_LOAN_7Y_00009100213","        1322","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Assets","Commercial Lending","CRE Loans","CRE Loans - Floating","United States of America","California","US-06","USDSWAP1M","           1"," 13951920701","    2.920912","407523325.99","    0.134171","           0","    0.134171","-18719431.52","388803894.46","31DEC2018:00:00:00.000000","05DEC2028:00:00:00.000000","05DEC2021:00:00:00.000000","05DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","OTH_LOAN_3Y_00013100215","        1421","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Credit Cards","Credit Cards - PRIME","United States of America","California","US-06","PRIME_RATE","           1","  1431041275","    2.493912"," 35688910.08","    0.131466","           0","    0.131466"," -1881332.72"," 33807577.36","31DEC2018:00:00:00.000000","01OCT2022:00:00:00.000000","01DEC2021:00:00:00.000000","01DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","OTH_LOAN_2Y_00016100313","        1421","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Credit Cards","Credit Cards - PRIME","United States of America","California","US-06","PRIME_RATE","           1","   260818.65","    2.493912","     6504.59","    0.134794","           0","    0.134794","     -351.57","     6153.02","31DEC2018:00:00:00.000000","06JAN2023:00:00:00.000000","06DEC2021:00:00:00.000000","06DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","TERM_DEP_RTL_00044200114","        2111","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Deposits","Retail Deposits","Retail Non-Interest Bearing Deposits","United States of America","California","US-06","Fixed","          -1","-130297760.2","       1.708"," -2225485.74","    2.520047","           0","    2.520047","   3283564.8","  1058079.05","24APR2019:00:00:00.000000","30SEP2022:00:00:00.000000","24APR2019:00:00:00.000000","24APR2019:00:00:00.000000","30SEP2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","BNK_LOAN_5Y_00026100212","        1312","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Assets","Commercial Lending","C&I Loans","C&I Loans - Floating","United States of America","California","US-06","USDSWAP1M","           1"," 32998318.02","    6.356912","  2097674.04","    0.135309","           0","    0.135309","   -44649.69","  2053024.34","31DEC2018:00:00:00.000000","06JAN2026:00:00:00.000000","06DEC2021:00:00:00.000000","06DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","MRT_20Y_00149100214","        1411","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Residential Real Estate Loans","RRE Loans - Fixed","United States of America","California","US-06","Fixed","           1"," 49090025.64","       4.735","  2324412.71","     3.05076","           0","     3.05076"," -1497618.87","   826793.85","31DEC2018:00:00:00.000000","18JAN2037:00:00:00.000000","31DEC2018:00:00:00.000000","31DEC2018:00:00:00.000000","18JAN2037:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","MRT_20Y_00108100214","        1411","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Residential Real Estate Loans","RRE Loans - Fixed","United States of America","Colorado","US-08","Fixed","           1"," 755413175.7","       6.431"," 48580621.33","    3.138049","           0","    3.138049","-23705235.61"," 24875385.72","31DEC2018:00:00:00.000000","20AUG2040:00:00:00.000000","31DEC2018:00:00:00.000000","31DEC2018:00:00:00.000000","20AUG2040:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","TERM_DEP_RTL_00055200214","        2112","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Deposits","Retail Deposits","Retail Interest Bearing Deposits","United States of America","Colorado","US-08","Fixed","          -1","  -510542.72","       2.779","   -14187.98","    0.423548","           0","    0.423548","     2162.39","   -12025.59","05MAY2020:00:00:00.000000","09DEC2022:00:00:00.000000","05MAY2020:00:00:00.000000","05MAY2020:00:00:00.000000","09DEC2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","OTH_LOAN_5Y_00019100514","        1412","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Residential Real Estate Loans","RRE Loans - Floating","United States of America","Colorado","US-08","USDSWAP1M","           1","  5822926.92","    7.005912","   407949.14","    0.135574","           0","    0.135574","    -7894.37","   400054.76","31DEC2018:00:00:00.000000","03APR2026:00:00:00.000000","03DEC2021:00:00:00.000000","03DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","MRT_15Y_00002100214","        1412","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Residential Real Estate Loans","RRE Loans - Floating","United States of America","Colorado","US-08","USDSWAP1M","           1"," 133249788.8","     8.67129"," 11554475.61","    0.135277","           0","    0.135277","  -180256.32"," 11374219.29","31DEC2018:00:00:00.000000","06JAN2032:00:00:00.000000","06DEC2021:00:00:00.000000","06DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","TERM_DEP_RTL_00002200214","        2112","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Deposits","Retail Deposits","Retail Interest Bearing Deposits","United States of America","Colorado","US-08","Fixed","          -1","   -22819.54","       4.351","     -992.88","    1.778843","           0","    1.778843","      405.92","     -586.95","06AUG2019:00:00:00.000000","06JAN2022:00:00:00.000000","06AUG2019:00:00:00.000000","06AUG2019:00:00:00.000000","06JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","TERM_DEP_CRP_00009200213","        2122","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Deposits","Business Deposits","Business Interest Bearing Deposits","United States of America","Colorado","US-08","Fixed","          -1","   -692127.6","       0.033","      -228.4","    0.285802","           0","    0.285802","     1978.11","     1749.71","21NOV2020:00:00:00.000000","28MAR2022:00:00:00.000000","21NOV2020:00:00:00.000000","21NOV2020:00:00:00.000000","28MAR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","MRT_15Y_00006100214","        1412","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Residential Real Estate Loans","RRE Loans - Floating","United States of America","Colorado","US-08","USDSWAP1M","           1","  1412588826","      1.8933"," 26744544.24","    1.272871","           0","    1.272871","-17980433.52","  8764110.73","31DEC2018:00:00:00.000000","21NOV2035:00:00:00.000000","21DEC2021:00:00:00.000000","21DEC2021:00:00:00.000000","21NOV2025:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","CRP_LOAN_7Y_00010100213","        1322","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Assets","Commercial Lending","CRE Loans","CRE Loans - Floating","United States of America","Colorado","US-08","USDSWAP1M","           1"," 759209292.4","    7.087912"," 53812086.54","    0.119812","           0","    0.119812","  -909623.84","  52902462.7","31DEC2018:00:00:00.000000","23APR2028:00:00:00.000000","23DEC2021:00:00:00.000000","23DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","TERM_DEP_RTL_00069200114","        2111","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Deposits","Retail Deposits","Retail Non-Interest Bearing Deposits","United States of America","Colorado","US-08","Fixed","          -1"," -6043446.87","           0","           0","    2.708979","           0","    2.708979","   163715.71","   163715.71","14FEB2019:00:00:00.000000","11JAN2022:00:00:00.000000","14FEB2019:00:00:00.000000","14FEB2019:00:00:00.000000","11JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","NMD_NON_BNK_00005200212","        2220","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Short-Term Borrowing","Certificates of Deposit","Certificates of Deposit","United States of America","Colorado","US-08","SOFR_RT","          -1","-208308045.8","    0.647166"," -1348098.85","    0.111754","           0","    0.111754","   232792.57"," -1115306.27","07APR2021:00:00:00.000000","29APR2024:00:00:00.000000","03DEC2021:00:00:00.000000","03DEC2021:00:00:00.000000","01JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","TERM_DEP_RTL_00095200114","        2111","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Deposits","Retail Deposits","Retail Non-Interest Bearing Deposits","United States of America","Colorado","US-08","Fixed","          -1","-134117290.7","       2.137","  -2866086.5","    2.395448","           0","    2.395448","  3212709.96","   346623.46","27MAR2019:00:00:00.000000","19SEP2022:00:00:00.000000","27MAR2019:00:00:00.000000","27MAR2019:00:00:00.000000","19SEP2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","MRT_15Y_00025100214","        1412","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Residential Real Estate Loans","RRE Loans - Floating","United States of America","Colorado","US-08","USDSWAP1M","           1"," 376324041.1","     4.80895"," 18097234.97","    0.768007","           0","    0.768007"," -2890194.98","    15207040","31DEC2018:00:00:00.000000","12OCT2033:00:00:00.000000","12DEC2021:00:00:00.000000","12DEC2021:00:00:00.000000","12OCT2023:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","MRT_VAR_20Y_00006100214","        1412","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Residential Real Estate Loans","RRE Loans - Floating","United States of America","Colorado","US-08","USDSWAP1M","           1","  1676097988","        1.89"," 31678251.97","    0.111386","           0","    0.111386","  -1866938.5"," 29811313.47","31DEC2018:00:00:00.000000","21NOV2040:00:00:00.000000","21DEC2021:00:00:00.000000","21DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","MRT_VAR_20Y_00034100214","        1412","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Residential Real Estate Loans","RRE Loans - Floating","United States of America","Colorado","US-08","USDSWAP1M","           1"," 510986592.8","        3.85"," 19672983.82","    0.119797","           0","    0.119797","  -612146.61"," 19060837.21","31DEC2018:00:00:00.000000","24JAN2041:00:00:00.000000","23DEC2021:00:00:00.000000","23DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","BNK_LOAN_5Y_00013100212","        1312","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Assets","Commercial Lending","C&I Loans","C&I Loans - Floating","United States of America","Colorado","US-08","USDSWAP1M","           1","  1651684398","    3.968912"," 65553900.27","    0.129682","           0","    0.129682"," -2141937.36"," 63411962.91","31DEC2018:00:00:00.000000","01OCT2024:00:00:00.000000","01DEC2021:00:00:00.000000","01DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","TERM_DEP_RTL_00045200114","        2111","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Deposits","Retail Deposits","Retail Non-Interest Bearing Deposits","United States of America","Colorado","US-08","Fixed","          -1","-11195012.81","         1.4","  -156730.18","    2.691825","           0","    2.691825","   301350.15","   144619.97","24FEB2019:00:00:00.000000","28APR2022:00:00:00.000000","24FEB2019:00:00:00.000000","24FEB2019:00:00:00.000000","28APR2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","NMD_NON_GOV_00001200216","        2122","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Deposits","Business Deposits","Business Interest Bearing Deposits","United States of America","Colorado","US-08","SOFR_RT","          -1","-13055865.52","     1.03545","  -135186.96","    0.111754","           0","    0.111754","    14590.45","  -120596.51","11OCT2020:00:00:00.000000","04JAN2024:00:00:00.000000","03DEC2021:00:00:00.000000","03DEC2021:00:00:00.000000","01JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","OTH_LOAN_5Y_00005100514","        1421","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Credit Cards","Credit Cards - PRIME","United States of America","Colorado","US-08","PRIME_RATE","           1","  12862330.3","    2.493912","    320775.2","    0.084995","           0","    0.084995","   -10932.34","   309842.86","31DEC2018:00:00:00.000000","29APR2024:00:00:00.000000","29DEC2021:00:00:00.000000","29DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","OTH_LOAN_5Y_00001100514","        1421","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Credit Cards","Credit Cards - PRIME","United States of America","Colorado","US-08","PRIME_RATE","           1"," 17992791.48","    2.493912","   448724.39","    0.134514","           0","    0.134514","   -24202.82","   424521.56","31DEC2018:00:00:00.000000","04JAN2024:00:00:00.000000","04DEC2021:00:00:00.000000","04DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","CRP_LOAN_7Y_00014100213","        1322","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Assets","Commercial Lending","CRE Loans","CRE Loans - Floating","United States of America","Connecticut","US-09","USDSWAP1M","           1"," 75435072.77","    7.086912","  5346017.22","      0.1138","           0","      0.1138","   -85845.11","  5260172.11","31DEC2018:00:00:00.000000","18MAR2026:00:00:00.000000","18DEC2021:00:00:00.000000","18DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","GOV_LOAN_15Y_00017100216","        1311","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Assets","Commercial Lending","C&I Loans","C&I Loans - Fixed","United States of America","Connecticut","US-09","Fixed","           1"," 166377340.9","       1.911","  3179470.98","    3.037587","           0","    3.037587"," -5053856.48"," -1874385.49","31DEC2018:00:00:00.000000","07JAN2032:00:00:00.000000","31DEC2018:00:00:00.000000","31DEC2018:00:00:00.000000","07JAN2032:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","NMD_CORE_BNK_00001200212","        2220","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Liabilities","Short-Term Borrowing","Certificates of Deposit","Certificates of Deposit","United States of America","Connecticut","US-09","SOFR_RT","          -1","-41628137.92","    0.983332","   -409342.8","    0.111754","           0","    0.111754","    46521.11","  -362821.69","05APR2021:00:00:00.000000","04JAN2024:00:00:00.000000","03DEC2021:00:00:00.000000","03DEC2021:00:00:00.000000","01JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","OTH_LOAN_3Y_00016100215","        1421","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Credit Cards","Credit Cards - PRIME","United States of America","Connecticut","US-09","PRIME_RATE","           1"," 115755033.5","    2.493912","  2886828.67","     0.13505","           0","     0.13505","  -156327.17","   2730501.5","31DEC2018:00:00:00.000000","06JAN2024:00:00:00.000000","06DEC2021:00:00:00.000000","06DEC2021:00:00:00.000000","31JAN2022:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","MRT_20Y_00110100214","        1411","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Residential Real Estate Loans","RRE Loans - Fixed","United States of America","Connecticut","US-09","Fixed","           1"," 267006701.6","        3.97"," 10600166.05","    3.117797","           0","    3.117797"," -8324726.93","  2275439.12","31DEC2018:00:00:00.000000","13JUN2040:00:00:00.000000","31DEC2018:00:00:00.000000","31DEC2018:00:00:00.000000","13JUN2040:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","GOV_LOAN_15Y_00001100216","        1311","USD","TP1TPM3","","USD TP Curve (Funding Spreads On Gov)","TP01","Term-based","Assets","Commercial Lending","C&I Loans","C&I Loans - Fixed","United States of America","Connecticut","US-09","Fixed","           1","  1170631118","       0.192","  2247611.75","    3.085325","           0","    3.085325","-36117774.54","-33870162.79","31DEC2018:00:00:00.000000","04JAN2034:00:00:00.000000","31DEC2018:00:00:00.000000","31DEC2018:00:00:00.000000","04JAN2034:00:00:00.000000","           .","           .","Calculated"
"cb6c193c-890c-4e7b-99ce-07fde9f332bb","FTPCycle202112 - V2","SASBank_1","FTPCycle202112_1_ALM_TP_Rate_Calculations-2024.09","31DEC2021:00:00:00.000000","riskcirruskrm","run0000i","run0000i - 2024-10-07T12:17:55.225Z","MRT_20Y_00022100214","        1411","USD","TP1TPM2","","USD TP Curve (Funding Spreads On Gov)","TP01","Principal Weighted","Assets","Retail Lending","Residential Real Estate Loans","RRE Loans - Fixed","United States of America","Connecticut","US-09","Fixed","           1","  1282847490","       4.819"," 61820420.54","    3.149893","           0","    3.149893","-40408323.29"," 21412097.25","31DEC2018:00:00:00.000000","21SEP2041:00:00:00.000000","31DEC2018:00:00:00.000000","31DEC2018:00:00:00.000000","21SEP2041:00:00:00.000000","           .","           .","Calculated"
